game_id,round_index,player_id,round_begin_ts,player_move,player_rt,player_outcome,player_points,player_total
476614b1-3c2e-4acd-afcc-001b4dcb570a,71,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849269841,paper,1473,win,3,41
476614b1-3c2e-4acd-afcc-001b4dcb570a,72,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849273406,paper,1400,loss,-1,52
476614b1-3c2e-4acd-afcc-001b4dcb570a,72,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849273406,scissors,1364,win,3,44
476614b1-3c2e-4acd-afcc-001b4dcb570a,73,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849276423,scissors,367,tie,0,51
476614b1-3c2e-4acd-afcc-001b4dcb570a,73,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849276423,scissors,1507,tie,0,47
476614b1-3c2e-4acd-afcc-001b4dcb570a,74,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849279383,scissors,1319,loss,-1,51
476614b1-3c2e-4acd-afcc-001b4dcb570a,74,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849279383,rock,1247,win,3,47
476614b1-3c2e-4acd-afcc-001b4dcb570a,75,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849282489,paper,933,loss,-1,50
476614b1-3c2e-4acd-afcc-001b4dcb570a,75,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849282489,scissors,1455,win,3,50
476614b1-3c2e-4acd-afcc-001b4dcb570a,76,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849285711,rock,743,loss,-1,49
476614b1-3c2e-4acd-afcc-001b4dcb570a,76,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849285711,paper,1353,win,3,53
476614b1-3c2e-4acd-afcc-001b4dcb570a,77,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849288671,rock,1063,win,3,48
476614b1-3c2e-4acd-afcc-001b4dcb570a,77,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849288671,scissors,1355,loss,-1,56
476614b1-3c2e-4acd-afcc-001b4dcb570a,78,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849291695,paper,791,win,3,51
476614b1-3c2e-4acd-afcc-001b4dcb570a,78,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849291695,rock,1771,loss,-1,55
476614b1-3c2e-4acd-afcc-001b4dcb570a,79,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849294895,scissors,1832,tie,0,54
476614b1-3c2e-4acd-afcc-001b4dcb570a,79,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849294895,scissors,932,tie,0,54
476614b1-3c2e-4acd-afcc-001b4dcb570a,80,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849297887,scissors,695,loss,-1,54
476614b1-3c2e-4acd-afcc-001b4dcb570a,80,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849297887,rock,1572,win,3,54
476614b1-3c2e-4acd-afcc-001b4dcb570a,81,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849300799,paper,478,loss,-1,53
476614b1-3c2e-4acd-afcc-001b4dcb570a,81,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849300799,scissors,1338,win,3,57
476614b1-3c2e-4acd-afcc-001b4dcb570a,82,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849303527,rock,174,loss,-1,52
476614b1-3c2e-4acd-afcc-001b4dcb570a,82,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849303527,paper,1236,win,3,60
476614b1-3c2e-4acd-afcc-001b4dcb570a,83,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849306167,paper,365,loss,-1,51
